Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
Dennis Bermudez,-230.0,-300.0,-280.0,-0.067,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 06 2016
Dennis Bermudez,-175.0,-185.0,-170.0,0.071,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 04 2017
Dennis Bermudez,-190.0,-220.0,-210.0,0.107,UFC on FOX 25: Weidman vs. Gastelum,Jul 22 2017
Dennis Bermudez,-190.0,-151.0,-150.0,-0.0819999999999999,UFC on FOX 27: Jacare vs. Brunson 2,Jan 27 2018
Dennis Bermudez,-170.0,-185.0,-171.0,-0.017,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14 2018
Dennis Bermudez,-170.0,-108.0,110.0,0.214,UFC on ESPN+ 1: Cejudo vs. Dillashaw,Jan 19 2019
Dennis Buzukia,152.0,140.0,158.0,0.025,UFC Fight Night: Sandhagen vs. Nurmagomedov,Aug 05 2023
Dennis Buzukja,240.0,195.0,210.0,0.08,UFC 295: Jones vs. Miocic,Nov 11 2023
Dennis Buzukja,-130.0,-357.0,-105.0,-0.064,UFC,Mar 31 2024
Dennis Buzukja,200.0,200.0,200.0,,UFC,Aug 24 2024
Dennis Buzukja,114.0,140.0,180.0,0.1889999999999999,UFC,Aug 25 2024
Dennis Hallman,190.0,210.0,210.0,0.065,UFC: The Ultimate Fighter 10 Finale,Dec 05 2009
Dennis Hallman,130.0,250.0,250.0,0.3429999999999999,UFC 117: Silva vs. Sonnen,Aug 07 2010
Dennis Hallman,115.0,140.0,140.0,0.104,UFC 123: Rampage vs. Machida,Nov 20 2010
Dennis Hallman,160.0,115.0,115.0,-0.209,UFC 133: Evans vs. Ortiz 2,Aug 06 2011
Dennis Hallman,-120.0,142.0,142.0,0.242,UFC 140: Jones vs. Machida,Dec 10 2011
Dennis Siver,175.0,180.0,180.0,0.018,UFC 75: Champion vs Champion,Sep 08 2007
Dennis Siver,300.0,300.0,300.0,0.0,UFC Fight Night 12: Swick vs Burkman,Jan 23 2008
Dennis Siver,180.0,173.0,173.0,-0.026,UFC 86: Jackson vs Griffin,Jul 05 2008
Dennis Siver,-160.0,-165.0,-165.0,-0.012,UFC 93: Franklin vs Henderson,Jan 17 2009
Dennis Siver,-140.0,-185.0,-185.0,0.231,UFC 99: The Comeback,Jun 13 2009
Dennis Siver,270.0,280.0,280.0,0.026,UFC 105: Couture vs Vera,Nov 14 2009
Dennis Siver,155.0,180.0,180.0,-0.059,UFC Fight Night 21: Florian vs. Gomi,Mar 31 2010
Dennis Siver,160.0,165.0,165.0,0.009,UFC: The Ultimate Fighter 11 Finale,Jun 19 2010
Dennis Siver,-130.0,105.0,105.0,0.1369999999999999,UFC 122: Marquardt vs. Okami,Nov 13 2010
Dennis Siver,240.0,325.0,325.0,-0.062,UFC 127: Penn vs. Fitch,Feb 26 2011
Dennis Siver,-165.0,-105.0,-105.0,-0.204,UFC 132: Cruz vs. Faber,Jul 02 2011
Dennis Siver,-175.0,215.0,215.0,-0.649,UFC 137: Penn vs. Diaz,Oct 29 2011
Dennis Siver,170.0,170.0,170.0,0.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Dennis Siver,-300.0,-300.0,-290.0,0.004,UFC on FOX 5: Henderson vs. Diaz,Dec 08 2012
Dennis Siver,145.0,155.0,167.0,0.006,UFC 162: Silva vs. Weidman,Jul 06 2013
Dennis Siver,-210.0,-310.0,-285.0,-0.105,UFC 168: Weidman vs. Silva II,Dec 28 2013
Dennis Siver,-280.0,-300.0,-290.0,-0.0139999999999999,UFC Fight Night 53: Nelson vs. Story,Oct 04 2014
Dennis Siver,400.0,675.0,775.0,0.3939999999999999,UFC Fight Night 59: McGregor vs. Siver,Jan 18 2015
Dennis Siver,-135.0,-155.0,-150.0,-0.053,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20 2015
Dennis Siver,-180.0,-135.0,-133.0,0.109,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Dennis Tiuliulin,,,,,UFC Fight Night 228,Jun 24 2023
Denys Bondar,-250.0,-350.0,-250.0,0.132,UFC Fight Night 202,Feb 05 2022
Denys Bondar,110.0,-165.0,-138.0,0.216,UFC Fight Night 227,Jun 17 2023
Denys Bondar,-198.0,-112.0,115.0,0.255,UFC,Feb 25 2024
Dequan Townsend,170.0,300.0,385.0,0.386,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29 2019
Dequan Townsend,275.0,300.0,310.0,0.079,UFC on ESPN+ 24: Blaydes vs. Dos Santos,Jan 25 2020
Dequan Townsend,170.0,300.0,320.0,0.341,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15 2020
Dequan Townsend,225.0,300.0,345.0,0.241,UFC on ESPN 16: Holm vs. Aldana,Oct 03 2020
Derek Brunson,170.0,134.0,145.0,0.128,UFC 155: Dos Santos vs. Velasquez II,Dec 29 2012
Derek Brunson,-230.0,-175.0,-170.0,-0.067,UFC Fight Night 31: Fight For The Troops III,Nov 06 2013
Derek Brunson,175.0,190.0,190.0,0.025,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15 2014
Derek Brunson,100.0,-175.0,-165.0,0.309,UFC 177: Dillashaw vs. Soto,Aug 30 2014
Derek Brunson,-475.0,-675.0,-660.0,-0.053,UFC 183: Silva vs. Diaz,Jan 31 2015
Derek Brunson,-210.0,-400.0,-380.0,0.385,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 08 2015
Derek Brunson,-400.0,-365.0,-350.0,0.023,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21 2016
Derek Brunson,-170.0,-185.0,-180.0,-0.027,UFC Fight Night 94: Johnson vs. Poirier,Sep 17 2016
Derek Brunson,-155.0,-130.0,-120.0,-0.049,UFC Fight Night 101: Whittaker vs. Brunson,Nov 26 2016
Derek Brunson,-130.0,-125.0,-120.0,0.06,UFC 208: Holm vs. de Randamie,Feb 11 2017
Derek Brunson,-210.0,-260.0,-250.0,0.175,UFC Fight Night 110: Lewis vs. Hunt,Jun 10 2017
Derek Brunson,-160.0,-151.0,-145.0,0.03,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Derek Brunson,110.0,-148.0,-140.0,-0.239,UFC on FOX 27: Jacare vs. Brunson 2,Jan 27 2018
Derek Brunson,180.0,225.0,245.0,0.1639999999999999,UFC 230: Cormier vs. Lewis,Nov 03 2018
Derek Brunson,-120.0,-111.0,-105.0,0.031,UFC on ESPN+ 9: Iaquinta vs. Cowboy,May 04 2019
Derek Brunson,165.0,130.0,140.0,-0.123,UFC 241: Cormier vs. Miocic 2,Aug 17 2019
Derek Brunson,230.0,285.0,300.0,-0.079,UFC on ESPN+ 31: Brunson vs. Shahbazyan,Aug 01 2020
Derek Brunson,-120.0,150.0,187.0,-0.353,UFC on ESPN 21: Brunson vs. Holland,Mar 20 2021
Derek Brunson,115.0,120.0,144.0,0.081,UFC Fight Night 191,Sep 04 2021
Derek Brunson,116.0,130.0,150.0,-0.078,UFC 271,Feb 12 2022
Derek Brunson,130.0,175.0,200.0,-0.166,UFC 285,Mar 04 2023
Derek Downey,180.0,180.0,180.0,,UFC Fight Night 17: Lauzon vs Stephens,Feb 07 2009
Deron Winn,-320.0,-360.0,-333.0,0.1009999999999999,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,Jun 22 2019
Deron Winn,115.0,-139.0,-115.0,0.13,UFC on ESPN 6: Reyes vs. Weidman,Oct 18 2019
Deron Winn,-150.0,-139.0,-135.0,-0.08,UFC 248: Adesanya vs. Romero,Mar 07 2020
Deron Winn,150.0,160.0,162.0,-0.022,UFC Fight Night 183: Thompson vs. Neal,Dec 19 2020
Deron Winn,210.0,260.0,260.0,-0.061,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Deron Winn,205.0,210.0,230.0,-0.033,UFC Fight Night: Kattar vs. Emmett,Jun 18 2022
Derrick Krantz,345.0,700.0,775.0,0.461,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18 2019
Derrick Krantz,-105.0,-125.0,-110.0,-0.057,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31 2019
Derrick Lewis,-315.0,-300.0,-290.0,0.016,UFC on FOX 11: Werdum vs. Browne,Apr 19 2014
Derrick Lewis,-260.0,-205.0,-185.0,0.085,UFC: The Ultimate Fighter 19 Finale,Jul 06 2014
Derrick Lewis,-150.0,-130.0,-126.0,0.064,UFC Fight Night 50: Souza vs. Mousasi,Sep 05 2014
Derrick Lewis,-385.0,-705.0,-700.0,-0.103,UFC 184: Rousey vs. Zingano,Feb 28 2015
Derrick Lewis,-125.0,-105.0,-103.0,0.0819999999999999,UFC Fight Night 68: Henderson vs. Boetsch,Jun 06 2015
Derrick Lewis,-115.0,145.0,150.0,0.246,UFC 192: Cormier vs. Gustafsson,Oct 03 2015
Derrick Lewis,-120.0,-110.0,-105.0,0.048,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Derrick Lewis,-165.0,-150.0,-145.0,0.042,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10 2016
Derrick Lewis,130.0,109.0,110.0,-0.095,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 07 2016
Derrick Lewis,-190.0,-250.0,-250.0,-0.09,UFC Fight Night 102: Lewis vs. Abdurakhimov,Dec 09 2016
Derrick Lewis,-115.0,-108.0,-105.0,0.034,UFC Fight Night 105: Lewis vs. Browne,Feb 19 2017
Derrick Lewis,-175.0,-155.0,-150.0,0.05,UFC Fight Night 110: Lewis vs. Hunt,Jun 10 2017
Derrick Lewis,-110.0,-115.0,-110.0,-0.013,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18 2018
Derrick Lewis,170.0,255.0,280.0,0.266,UFC 226: Miocic vs. Cormier,Jul 07 2018
Derrick Lewis,145.0,135.0,150.0,-0.021,UFC 229: Nurmagomedov vs. McGregor,Oct 06 2018
Derrick Lewis,575.0,315.0,360.0,-0.527,UFC 230: Cormier vs. Lewis,Nov 03 2018
Derrick Lewis,105.0,180.0,200.0,0.293,UFC on ESPN+ 4: Lewis vs. Dos Santos,Mar 09 2019
Derrick Lewis,-170.0,-118.0,-111.0,0.15,UFC 244: Masvidal vs. Diaz,Nov 02 2019
Derrick Lewis,-265.0,-250.0,-245.0,0.018,UFC 247: Jones vs. Reyes,Feb 08 2020
Derrick Lewis,-200.0,-210.0,-194.0,-0.002,UFC on ESPN+ 32: Lewis vs. Oleinik,Aug 08 2020
Derrick Lewis,250.0,300.0,340.0,0.163,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Derrick Lewis,275.0,250.0,275.0,-0.045,UFC 265: Lewis vs. Gane,Aug 07 2021
Derrick Lewis,140.0,110.0,128.0,-0.1009999999999999,UFC Fight Night: Lewis vs. Daukaus,Dec 18 2021
Derrick Lewis,-146.0,-200.0,-165.0,-0.081,UFC 271,Feb 12 2022
Derrick Lewis,-115.0,-122.0,155.0,0.176,UFC 277: Pena vs. Nunes 2,Jul 30 2022
Derrick Lewis,-115.0,163.0,215.0,0.355,UFC Fight Night 215,Nov 19 2022
Derrick Lewis,150.0,230.0,260.0,0.271,UFC Fight Night: Lewis vs. Spivak,Feb 04 2023
Derrick Lewis,-128.0,170.0,185.0,0.355,UFC,Jul 30 2023
Derrick Lewis,350.0,330.0,400.0,0.004,UFC,Nov 05 2023
Derrick Lewis,-162.0,-175.0,-162.0,-0.016,UFC,May 12 2024
Derrick Lewis,130.0,130.0,130.0,,UFC Fight Night,Nov 02 2024
Desmond Green,115.0,170.0,170.0,-0.0969999999999999,UFC 210: Cormier vs. Johnson 2,Apr 08 2017
Desmond Green,160.0,210.0,210.0,-0.054,UFC Fight Night 115: Volkov vs. Struve,Sep 02 2017
Desmond Green,135.0,100.0,107.0,-0.152,UFC Fight Night 125: Machida vs. Anders,Feb 03 2018
Desmond Green,-185.0,-1200.0,-325.0,-0.362,UFC Fight Night 131: Rivera vs. Moraes,Jun 01 2018
Desmond Green,250.0,445.0,450.0,0.361,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15 2018
Desmond Green,-365.0,-600.0,-455.0,0.3,UFC on ESPN 2: Barboza vs. Gaethje,Mar 30 2019
Desmond Green,-260.0,-900.0,-833.0,0.59,UFC on ESPN+ 10: Dos Anjos vs. Lee,May 18 2019
Devin Clark,-245.0,-220.0,-210.0,0.039,UFC Fight Night 91: McDonald vs. Lineker,Jul 13 2016
Devin Clark,-105.0,-116.0,-115.0,-0.048,UFC: The Ultimate Fighter 24 Finale,Dec 03 2016
Devin Clark,-150.0,-150.0,-140.0,0.0139999999999999,UFC on FOX 24: Johnson vs. Reis,Apr 15 2017
Devin Clark,-150.0,-150.0,-150.0,0.0,UFC Fight Night 118: Cerrone vs. Till,Oct 21 2017
Devin Clark,-120.0,-105.0,-105.0,0.061,UFC 223: Nurmagomedov vs. Iaquinta,Apr 07 2018
Devin Clark,280.0,400.0,435.0,0.266,UFC 231: Holloway vs. Ortega,Dec 08 2018
Devin Clark,185.0,-111.0,105.0,-0.46,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 01 2019
Devin Clark,165.0,150.0,158.0,-0.043,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12 2019
Devin Clark,-230.0,-420.0,-370.0,0.341,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15 2020
Devin Clark,270.0,184.0,225.0,-0.233,UFC 250: Nunes vs. Spencer,Jun 06 2020
Devin Clark,135.0,115.0,125.0,0.037,UFC on ESPN 18: Smith vs. Clark,Nov 28 2020
Devin Clark,-115.0,125.0,153.0,0.218,UFC Fight Night: Smith vs. Spann,Sep 18 2021
Devin Clark,-150.0,-190.0,-164.0,-0.063,UFC Fight Night: UFC Fight Night 206,Apr 16 2022
Devin Clark,150.0,120.0,135.0,0.042,UFC Fight Night: Vera vs. Cruz,Aug 13 2022
Devin Clark,190.0,200.0,235.0,0.079,UFC Fight Night: Lewis vs. Spivak,Feb 04 2023
Devin Clark,-135.0,145.0,163.0,0.309,UFC Fight Night 225,May 06 2023
Devin Clark,-130.0,-238.0,-215.0,-0.2269999999999999,UFC,Feb 10 2024
Devin Powell,165.0,250.0,260.0,0.254,UFC Fight Night 103: Rodriguez vs. Penn,Jan 15 2017
Devin Powell,180.0,335.0,360.0,0.375,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Devin Powell,-170.0,-108.0,-105.0,0.179,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28 2018
Devin Powell,145.0,187.0,205.0,-0.0819999999999999,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17 2018
Devonte Smith,-120.0,-240.0,-227.0,0.391,UFC Fight Night 139: Korean Zombie vs. Rodriguez,Nov 10 2018
Devonte Smith,-230.0,-300.0,-270.0,-0.06,UFC 234: Adesanya vs. Silva,Feb 09 2019
Devonte Smith,-750.0,-1200.0,-1000.0,0.29,UFC 241: Cormier vs. Miocic 2,Aug 17 2019
Devonte Smith,-285.0,-370.0,-345.0,0.147,UFC Fight Night 184: Overeem vs. Volkov,Feb 06 2021
Devonte Smith,-110.0,-165.0,-150.0,0.177,UFC Fight Night: Santos vs. Walker,Oct 02 2021
Devonte Smith,-130.0,-161.0,-142.0,-0.064,UFC Fight Night 204,Mar 05 2022
Dhiego Lima,-245.0,-155.0,-150.0,-0.155,UFC: The Ultimate Fighter 19 Finale,Jul 06 2014
Dhiego Lima,-300.0,-500.0,-440.0,-0.099,UFC Fight Night 56: Shogun vs. St. Preux,Nov 08 2014
Dhiego Lima,100.0,135.0,150.0,-0.05,UFC 184: Rousey vs. Zingano,Feb 28 2015
Dhiego Lima,-195.0,-150.0,-140.0,0.105,UFC Fight Night 66: Edgar vs. Faber,May 16 2015
Dhiego Lima,185.0,145.0,150.0,0.133,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 07 2017
Dhiego Lima,-120.0,105.0,107.0,-0.022,UFC on FOX 29: Poirier vs. Gaethje,Apr 14 2018
Dhiego Lima,205.0,300.0,330.0,-0.081,UFC 231: Holloway vs. Ortega,Dec 08 2018
Dhiego Lima,145.0,130.0,145.0,-0.0289999999999999,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27 2019
Dhiego Lima,-230.0,-141.0,-138.0,-0.233,UFC 243: Whittaker vs. Adesanya,Oct 05 2019
Dhiego Lima,285.0,333.0,385.0,0.154,UFC 258: Usman vs. Burns,Feb 13 2021
Dhiego Lima,-185.0,-220.0,-186.0,0.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19 2021
Diego Brandao,-350.0,-320.0,-320.0,0.077,UFC: The Ultimate Fighter 14 Finale,Dec 03 2011
Diego Brandao,-380.0,-275.0,-260.0,-0.1639999999999999,UFC 146: Dos Santos vs. Mir,May 26 2012
Diego Brandao,-175.0,-250.0,-250.0,0.266,UFC 153: Silva vs. Bonnar,Oct 13 2012
Diego Brandao,-215.0,-220.0,-210.0,0.086,UFC on Fuel TV 9: Mousasi vs. Latifi,Apr 06 2013
Diego Brandao,-210.0,-200.0,-178.0,0.015,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17 2013
Diego Brandao,130.0,205.0,220.0,0.265,UFC 168: Weidman vs. Silva II,Dec 28 2013
Diego Brandao,265.0,450.0,560.0,0.397,UFC Fight Night 46: McGregor vs. Brandao,Jul 19 2014
Diego Brandao,-170.0,-140.0,-135.0,0.079,UFC on FOX 15: Machida vs. Rockhold,Apr 18 2015
Diego Brandao,-210.0,-260.0,-230.0,-0.048,UFC Fight Night 75: Nelson vs. Barnett,Sep 26 2015
Diego Brandao,145.0,145.0,148.0,0.008,UFC 195: Lawler vs. Condit,Jan 02 2016
Diego Ferreira,110.0,128.0,130.0,0.003,UFC Fight Night 63: Mendes vs. Lamas,Apr 04 2015
Diego Ferreira,175.0,220.0,220.0,-0.017,UFC on FOX 18: Johnson vs. Bader,Jan 30 2016
Diego Ferreira,160.0,155.0,155.0,0.031,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18 2018
Diego Ferreira,-425.0,-556.0,-530.0,0.211,UFC 231: Holloway vs. Ortega,Dec 08 2018
Diego Ferreira,105.0,110.0,120.0,-0.0409999999999999,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23 2019
Diego Ferreira,-165.0,-250.0,-135.0,0.139,UFC 246: McGregor vs. Cowboy,Jan 18 2020
Diego Ferreira,165.0,115.0,130.0,0.089,UFC on ESPN 24: Rodriguez vs. Waterson,May 08 2021
Diego Ferreira,-225.0,-160.0,-135.0,-0.289,UFC Fight Night 226,May 20 2023
Diego Ferreira,200.0,320.0,360.0,-0.149,UFC,May 12 2024
Diego Lopes,500.0,550.0,675.0,-0.038,UFC Fight Night 225,May 06 2023
Diego Lopes,-125.0,-188.0,-170.0,-0.148,UFC,Aug 06 2023
Diego Lopes,110.0,-105.0,110.0,0.094,UFC,Nov 12 2023
Diego Lopes,-180.0,-165.0,-135.0,-0.057,UFC 300,Apr 14 2024
Diego Lopes,105.0,-205.0,-150.0,0.247,UFC 303,Jun 30 2024
Diego Lopes,-150.0,-190.0,-175.0,0.113,UFC,Sep 15 2024
Diego Nunes,200.0,185.0,185.0,0.0409999999999999,UFC 125: Resolution,Jan 01 2011
Diego Nunes,170.0,200.0,200.0,0.0139999999999999,UFC 131: Carwin vs. Dos Santos,Jun 11 2011
Diego Nunes,-350.0,-215.0,-215.0,0.122,UFC 141: Lesnar vs. Overeem,Dec 30 2011
Diego Nunes,-230.0,-185.0,-185.0,0.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14 2012
Diego Nunes,-230.0,-210.0,-192.0,0.042,UFC on FX 5: Browne vs. Bigfoot,Oct 05 2012
Diego Nunes,-150.0,-150.0,-135.0,0.035,UFC on FX 7: Belfort vs. Bisping,Jan 19 2013
Diego Rivas,-210.0,-150.0,-145.0,0.119,UFC Fight Night 56: Shogun vs. St. Preux,Nov 08 2014
Diego Rivas,250.0,285.0,290.0,0.098,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Diego Rivas,135.0,205.0,210.0,0.237,UFC Fight Night 114: Pettis vs. Moreno,Aug 05 2017
Diego Rivas,-160.0,-175.0,-175.0,-0.034,UFC Fight Night 129: Maia vs. Usman,May 19 2018
Diego Sanchez,165.0,110.0,110.0,0.172,UFC 76: Knockout,Sep 22 2007
Diego Sanchez,-550.0,-550.0,-550.0,0.0,UFC 82: Pride Of A Champion,Mar 01 2008
Diego Sanchez,-450.0,-500.0,-500.0,0.14,UFC: The Ultimate Fighter 7 Finale,Jun 21 2008
Diego Sanchez,-260.0,-340.0,-340.0,-0.07,UFC 95: Sanchez vs Stevenson,Feb 21 2009
Diego Sanchez,-280.0,-335.0,-335.0,0.21,UFC: The Ultimate Fighter 9 Finale,Jun 20 2009
Diego Sanchez,210.0,240.0,240.0,0.088,UFC 107: Penn vs Sanchez,Dec 12 2009
Diego Sanchez,-290.0,-215.0,-215.0,-0.051,UFC 114: Jackson vs. Evans,May 29 2010
Diego Sanchez,150.0,130.0,130.0,0.11,UFC 121: Lesnar vs. Velasquez,Oct 23 2010
Diego Sanchez,110.0,125.0,125.0,0.067,UFC On Versus 3: Sanchez vs. Kampmann,Mar 03 2011
Diego Sanchez,200.0,320.0,320.0,0.286,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15 2012
Diego Sanchez,-380.0,-231.0,-210.0,-0.216,UFC on Fuel TV 8: Silva vs. Stann,Mar 02 2013
Diego Sanchez,260.0,425.0,465.0,0.3389999999999999,UFC 166: Velasquez vs. Dos Santos III,Oct 19 2013
Diego Sanchez,160.0,145.0,160.0,-0.0279999999999999,UFC 171: Hendricks vs. Lawler,Mar 15 2014
Diego Sanchez,-110.0,114.0,120.0,-0.0069999999999999,UFC Fight Night 42: Henderson vs. Khabilov,Jun 07 2014
Diego Sanchez,400.0,350.0,350.0,0.047,UFC Fight Night 78: Magny vs. Gastelum,Nov 21 2015
Diego Sanchez,160.0,155.0,160.0,0.045,UFC 196: McGregor vs. Diaz,Mar 05 2016
Diego Sanchez,-120.0,-125.0,-120.0,0.0969999999999999,UFC 200: Tate vs. Nunes,Jul 09 2016
Diego Sanchez,165.0,250.0,265.0,0.26,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 05 2016
Diego Sanchez,250.0,335.0,350.0,-0.045,UFC Fight Night 108: Swanson vs. Lobov,Apr 22 2017
Diego Sanchez,180.0,285.0,290.0,-0.077,UFC Fight Night 120: Poirier vs. Pettis,Nov 11 2017
Diego Sanchez,175.0,175.0,177.0,0.004,UFC 228: Woodley vs. Till,Sep 08 2018
Diego Sanchez,160.0,200.0,212.0,-0.051,UFC 235: Jones vs. Smith,Mar 02 2019
Diego Sanchez,195.0,315.0,350.0,0.317,UFC 239: Jones vs. Santos,Jul 06 2019
Diego Sanchez,135.0,150.0,160.0,-0.03,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15 2020
Diego Sanchez,350.0,500.0,550.0,0.271,UFC 253: Adesanya vs. Costa,Sep 26 2020
Diego Saraiva,240.0,195.0,195.0,0.079,UFC 73: Stacked,Jul 07 2007
Diego Saraiva,160.0,165.0,165.0,0.019,UFC 76: Knockout,Sep 22 2007
Dileno Lopes,-300.0,-450.0,-400.0,-0.079,UFC 190: Rousey vs. Correia,Aug 01 2015
Dileno Lopes,160.0,195.0,210.0,0.142,UFC Fight Night 90: Dos Anjos vs. Alvarez,Jul 07 2016
Din Thomas,155.0,140.0,140.0,0.033,UFC Fight Night 11: Thomas vs Florian,Sep 19 2007
Din Thomas,-195.0,-220.0,-220.0,0.071,UFC Fight Night 13: Florian vs Lauzon,Apr 02 2008
Dmitrii Smoliakov,-175.0,-105.0,100.0,0.203,UFC Fight Night 103: Rodriguez vs. Penn,Jan 15 2017
Dmitrii Smoliakov,185.0,245.0,250.0,-0.04,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27 2019
Dmitriy Sosnovskiy,-260.0,-270.0,-260.0,-0.005,UFC Fight Night 127: Werdum vs. Volkov,Mar 17 2018
Dmitry Smolyakov,-170.0,-125.0,-125.0,-0.122,UFC on FOX 20: Holm vs. Shevchenko,Jul 23 2016
Domingo Pilarte,-275.0,-400.0,-357.0,0.259,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
Domingo Pilarte,120.0,140.0,170.0,-0.1169999999999999,UFC on ESPN: Cannonier vs. Gastelum,Aug 21 2021
Dominic Waters,110.0,205.0,210.0,0.318,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12 2015
Dominic Waters,325.0,550.0,575.0,-0.076,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28 2015
Dominic Waters,180.0,230.0,235.0,0.159,UFC Fight Night 87: Overeem vs. Arlovski,May 08 2016
Dominick Cruz,-120.0,-185.0,-185.0,0.321,UFC 132: Cruz vs. Faber,Jul 02 2011
Dominick Cruz,-425.0,-550.0,-550.0,0.2,UFC On Versus 6: Cruz vs. Johnson,Oct 01 2011
Dominick Cruz,-350.0,-560.0,-525.0,0.355,UFC 178: Johnson vs. Cariaso,Sep 27 2014
Dominick Cruz,120.0,131.0,135.0,-0.008,UFC Fight Night 81: Dillashaw vs. Cruz,Jan 17 2016
Dominick Cruz,-600.0,-400.0,-380.0,-0.182,UFC 199: Rockhold vs. Bisping II,Jun 04 2016
Dominick Cruz,-195.0,-245.0,-235.0,0.142,UFC 207: Nunes vs. Rousey,Dec 30 2016
Dominick Cruz,175.0,162.0,190.0,0.049,UFC 249: Ferguson vs. Gaethje,May 09 2020
Dominick Cruz,-115.0,-107.0,130.0,-0.122,UFC 259: Blachowicz vs. Adesanya,Mar 06 2021
Dominick Cruz,135.0,-118.0,105.0,0.131,UFC 269,Dec 11 2021
Dominick Cruz,135.0,160.0,190.0,-0.128,UFC Fight Night: Vera vs. Cruz,Aug 13 2022
Dominick Reyes,-275.0,-330.0,-320.0,-0.043,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Dominick Reyes,-405.0,-525.0,-500.0,0.23,UFC 218: Holloway vs. Aldo 2,Dec 02 2017
Dominick Reyes,-210.0,-220.0,-210.0,0.071,UFC Fight Night 129: Maia vs. Usman,May 19 2018
Dominick Reyes,-165.0,-250.0,-225.0,-0.127,UFC 229: Nurmagomedov vs. McGregor,Oct 06 2018
Dominick Reyes,-215.0,-265.0,-250.0,0.159,UFC on ESPN+ 5: Till vs. Masvidal,Mar 16 2019
Dominick Reyes,-185.0,-200.0,-185.0,-0.011,UFC on ESPN 6: Reyes vs. Weidman,Oct 18 2019
Dominick Reyes,300.0,350.0,375.0,0.127,UFC 247: Jones vs. Reyes,Feb 08 2020
Dominick Reyes,-200.0,-250.0,-245.0,-0.069,UFC 253: Adesanya vs. Costa,Sep 26 2020
Dominick Reyes,110.0,-120.0,100.0,-0.105,UFC on ESPN 23: Reyes vs. Prochazka,May 01 2021
Dominick Reyes,-195.0,-230.0,-195.0,-0.043,UFC 281,Nov 12 2022
Dominick Reyes,175.0,175.0,200.0,0.055,UFC,Jun 09 2024
Dominique Steele,250.0,330.0,340.0,0.195,UFC on FOX 16: Dillashaw vs. Barao 2,Jul 25 2015
Dominique Steele,-185.0,-130.0,-130.0,0.129,UFC Fight Night 79: Henderson vs. Masvidal,Nov 28 2015
Dominique Steele,235.0,295.0,305.0,-0.033,UFC 197: Jones vs. Saint Preux,Apr 23 2016
Dominique Steele,175.0,125.0,130.0,-0.206,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 06 2016
Dominique Steele,-180.0,-210.0,-205.0,-0.051,UFC Fight Night 110: Lewis vs. Hunt,Jun 10 2017
