name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Chris Wade,"5' 10""","70""",Orthodox,30-Sep-87,http://ufcstats.com/fighter-details/c8097968da5e5f13,1.7,53,1.75,51,2.6,51,55,1.1,0
Frankie Perez,"5' 11""","73""",Orthodox,11-May-89,http://ufcstats.com/fighter-details/96c336b463e0662c,1.64,41,2.17,54,1.75,41,50,0.3,0
James Mulheron,"5' 10""","73""",Orthodox,20-Feb-88,http://ufcstats.com/fighter-details/8d5350fa18b79e9a,2.4,31,3.47,42,0,0,25,0,0
Neil Seery,"5' 4""","64""",Orthodox,30-Aug-79,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,3.56,41,3.79,58,0.78,27,53,1.6,0
Charlie Ward,"5' 11""",--,Orthodox,17-Dec-80,http://ufcstats.com/fighter-details/e81dd0bb8a64b550,1.64,19,7.21,53,0,0,0,0,0
Leslie Smith,"5' 9""","66""",Orthodox,17-Aug-82,http://ufcstats.com/fighter-details/76984112f697631f,7.56,40,8.41,51,0,0,62,0,0
Daniel Omielanczuk,"6' 0""","74""",Southpaw,31-Aug-82,http://ufcstats.com/fighter-details/470fedbc8563ac47,3.09,57,3.29,47,0.56,26,68,0.1,0
Travis Browne,"6' 6""","79""",Orthodox,17-Jul-82,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,2.93,41,4.31,42,1.21,68,75,0.2,0
Jesse Taylor,"6' 0""","73""",Orthodox,02-Jan-83,http://ufcstats.com/fighter-details/dd992d569aaebee6,1.94,65,0.55,38,7.28,50,100,3.1,0
Nick Roehrick,"6' 2""",--,Orthodox,06-Jul-87,http://ufcstats.com/fighter-details/7195e2a932686f82,2.31,17,6.92,44,0,0,0,0,0
Tom Gallicchio,"5' 10""",--,Southpaw,23-Sep-86,http://ufcstats.com/fighter-details/cc81c92fe2254935,3.53,26,7.07,43,1,11,0,0,0
Joachim Christensen,"6' 3""","76""",Orthodox,07-Nov-78,http://ufcstats.com/fighter-details/2d447cc91bdaa545,3.78,41,3.29,46,0,0,0,0,0
Dennis Siver,"5' 6""","70""",Orthodox,13-Jan-79,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,3.87,32,2.67,65,0.87,32,65,0.3,0
Johnny Case,"5' 10""","72""",Orthodox,28-Jun-89,http://ufcstats.com/fighter-details/1f4b04a926ef1287,3.95,38,2.66,61,1.7,45,72,0.2,0
Josh Stansbury,"6' 2""","74""",Orthodox,19-Nov-84,http://ufcstats.com/fighter-details/30ea504870f8597b,3.22,54,3.54,54,0,0,87,1,0
Dong Hyun Kim,"6' 2""","76""",Southpaw,17-Nov-81,http://ufcstats.com/fighter-details/9bcf8603ceb25680,2.12,49,1.89,58,2.93,43,71,0.6,0
Tarec Saffiedine,"5' 10""","70""",Switch,06-Sep-86,http://ufcstats.com/fighter-details/0749d968e932df53,4.05,47,3.06,62,0.52,36,84,0.1,0
Kwan Ho Kwak,"5' 5""",--,Switch,18-Jun-89,http://ufcstats.com/fighter-details/c13042265355a290,3.29,41,3.45,47,0.78,100,26,0,0
Dominique Steele,"5' 10""","74""",Orthodox,27-Jan-88,http://ufcstats.com/fighter-details/68c11c27d4d56572,2.32,49,2.42,50,2.95,42,76,0,0
Kiichi Kunimoto,"5' 10""","71""",Orthodox,01-May-81,http://ufcstats.com/fighter-details/71df36d6d8cf0d74,1.87,44,3.92,41,1.59,20,28,0.3,0
Jim Wallhead,"5' 10""",--,Orthodox,14-Mar-84,http://ufcstats.com/fighter-details/0c670b443c3d269f,3.19,26,6.65,49,0,0,100,0,0
Alex Nicholson,"6' 4""","77""",Orthodox,02-May-90,http://ufcstats.com/fighter-details/2b6d855c6e280fb1,4.12,43,4.65,47,0,0,50,0.5,0
Chris Camozzi,"6' 2""","75""",Orthodox,20-Nov-86,http://ufcstats.com/fighter-details/6c2030e0a143a94b,3.57,44,2.96,56,0.27,19,57,0.5,0
Reza Madadi,"5' 11""","73""",Orthodox,20-Jun-78,http://ufcstats.com/fighter-details/e25bcbcdaf6537a1,2.51,46,3.31,66,3.17,33,89,0.5,0
Nicholas Musoke,"6' 0""","75""",Orthodox,05-Apr-86,http://ufcstats.com/fighter-details/8b5f9ea38184ded3,3.56,35,3.8,57,1.16,19,82,0.2,0
Michael McBride,"6' 1""",--,Orthodox,09-Mar-86,http://ufcstats.com/fighter-details/443f60bec7c3c3d5,4.08,48,5.85,40,1.85,42,30,1.2,0
Cindy Dandois,"5' 7""",--,Orthodox,26-Oct-84,http://ufcstats.com/fighter-details/9eef6584fab21fbb,3.13,32,3.4,58,5,55,0,0,0
Joe Proctor,"5' 10""","72""",Orthodox,10-Aug-85,http://ufcstats.com/fighter-details/a36556bb1565e32d,3.39,36,3.93,59,0,0,70,1.8,0
Roy Nelson,"6' 0""","73""",Orthodox,20-Jun-76,http://ufcstats.com/fighter-details/3f7c14c7eca7195d,2.18,36,4.79,46,1.14,27,65,0.1,0
Rashid Magomedov,"5' 9""","70""",Orthodox,29-Nov-84,http://ufcstats.com/fighter-details/7ea1f74cef32f906,4.4,49,3.05,54,0.67,57,89,0.2,0
Augusto Mendes,"5' 6""","65""",Orthodox,03-Mar-83,http://ufcstats.com/fighter-details/3d5b1ce6097dbb49,2.42,34,3.91,56,1.75,33,80,0,0
Nathan Coy,"5' 10""","69""",Southpaw,24-Jul-78,http://ufcstats.com/fighter-details/15ec018d144710db,3.88,52,2.4,61,3.17,47,50,0,0
Anthony Johnson,"6' 2""","78""",Orthodox,06-Mar-84,http://ufcstats.com/fighter-details/365fee2da473b177,3.25,47,1.83,60,2.43,57,77,0.6,0
Gegard Mousasi,"6' 2""","76""",Orthodox,01-Aug-85,http://ufcstats.com/fighter-details/232c582f29f8f65e,3.75,50,1.21,68,1.59,60,59,1.1,0
Patrick Cote,"5' 11""","75""",Orthodox,29-Feb-80,http://ufcstats.com/fighter-details/9fa3bd637edd9aa2,2.81,48,3.21,48,0.68,20,43,0.2,0
Mike de la Torre,"5' 11""","71""",Orthodox,22-Sep-86,http://ufcstats.com/fighter-details/1971869b7e054261,3.21,39,4.75,51,0.36,16,83,0,0
Brad Pickett,"5' 6""","68""",Orthodox,24-Sep-78,http://ufcstats.com/fighter-details/c945adc22c2bfe8f,3.02,31,4.63,55,2.47,44,58,0.4,0
Scott Askham,"6' 3""","75""",Southpaw,20-May-88,http://ufcstats.com/fighter-details/06827d70c53ff0d9,3.03,46,3.52,52,0.44,18,65,0.7,0
Rony Jason,"5' 7""","73""",Orthodox,21-Mar-84,http://ufcstats.com/fighter-details/b71ce838b01f2cad,2.04,44,3.14,53,0.59,30,36,0.8,0
Garreth McLellan,"6' 1""","72""",Southpaw,01-Sep-82,http://ufcstats.com/fighter-details/f215cfbd4ba3c270,3.56,54,2.94,45,1.15,22,34,0.9,0
Sam Sicilia,"5' 8""","67""",Orthodox,01-Feb-86,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,2.46,33,3.55,59,1.45,43,70,0.9,0
Alex Ricci,"5' 11""",--,Orthodox,21-Jul-82,http://ufcstats.com/fighter-details/bf9bc96336922271,2.48,41,2.53,64,0,0,64,0,0
Reginaldo Vieira,"5' 7""","65""",Orthodox,26-Nov-82,http://ufcstats.com/fighter-details/f9081770e28ea2e1,3.76,40,2.89,59,1.97,27,25,0.8,0
Phillipe Nover,"5' 9""","72""",Orthodox,03-Feb-84,http://ufcstats.com/fighter-details/64360e618823a8e4,1.79,35,2.48,56,0.99,28,44,0.7,0
Roan Carneiro,"5' 11""","76""",Orthodox,02-Jun-78,http://ufcstats.com/fighter-details/1c86754617d9813a,1.46,46,1.82,62,3.05,42,83,1.4,0
Michinori Tanaka,"5' 5""","67""",Orthodox,04-Oct-90,http://ufcstats.com/fighter-details/64788ee44b062ded,1.97,37,1.99,50,2.4,38,43,0.2,0
Daniel Jolly,"6' 1""","75""",Orthodox,03-Sep-84,http://ufcstats.com/fighter-details/eeabcd4dc6619129,1.32,46,3.39,44,2.83,33,50,0,0
JC Cottrell,"5' 9""",--,Orthodox,04-Nov-89,http://ufcstats.com/fighter-details/3ec1e4ba98c9c85a,0.79,25,2.75,45,0.79,100,50,0,0
Viktor Pesta,"6' 3""","77""",Orthodox,15-Jul-90,http://ufcstats.com/fighter-details/202b0467521c9d6f,1.58,36,2.54,56,3.29,28,100,0,0
Jocelyn Jones-Lybarger,"5' 7""","64""",Orthodox,04-Oct-85,http://ufcstats.com/fighter-details/1a98c9dbb7fc3959,2.96,31,4.83,56,0.34,25,81,0,0
Ronda Rousey,"5' 7""","66""",Orthodox,01-Feb-87,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,4.17,52,4.14,44,6.26,68,50,4.8,0
Brandon Thatch,"6' 2""","74""",Switch,11-Jul-85,http://ufcstats.com/fighter-details/638cfec7ec559d6e,2.7,42,3.63,52,1.36,66,50,0.7,0
Cole Miller,"6' 1""","73""",Orthodox,26-Apr-84,http://ufcstats.com/fighter-details/282fa667ff9c51ed,3,33,3.88,59,0.6,36,38,1.8,0
James Moontasri,"5' 10""","71""",Switch,10-Apr-88,http://ufcstats.com/fighter-details/c06a9b48d4132c8e,2.39,48,3.86,40,0,0,79,0.2,0
Takeya Mizugaki,"5' 7""","69""",Orthodox,16-Dec-83,http://ufcstats.com/fighter-details/48e093ea1f43a053,3.37,37,3.27,57,1.46,57,70,0.1,0
Fredy Serrano,"5' 3""","65""",Orthodox,22-Sep-79,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,1.58,26,1.89,61,2.84,25,84,0,0
Tim Kennedy,"5' 11""","74""",Orthodox,01-Sep-79,http://ufcstats.com/fighter-details/3c660c90d48fc80d,2.78,47,1.84,62,2.58,35,70,0.7,0
Valerie Letourneau,"5' 7""","68""",Orthodox,29-Apr-83,http://ufcstats.com/fighter-details/46a2f24feb258ae0,4.51,37,5.4,58,0.77,45,66,0.3,0
Zach Makovsky,"5' 4""","64""",Southpaw,19-Apr-83,http://ufcstats.com/fighter-details/57ab4d7c0bc09a30,1.94,43,2.24,62,3.71,30,56,0.3,0
Sean O'Connell,"6' 1""","74""",Orthodox,02-Sep-83,http://ufcstats.com/fighter-details/cb52f9490c2dc069,5.46,48,6.77,45,0,0,30,0.5,0
Joseph Gigliotti,"5' 11""",--,Orthodox,13-Aug-93,http://ufcstats.com/fighter-details/83825fad27ab3581,1.04,39,2.92,45,1.56,100,50,0.8,0
Tiago dos Santos e Silva,"5' 9""","70""",Orthodox,12-Apr-87,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2,3.69,35,4.23,59,0.63,11,33,0.3,0
Keith Berish,"6' 0""",--,Orthodox,14-Nov-85,http://ufcstats.com/fighter-details/e3779ef06e98f185,3.58,36,4.81,62,1.76,40,0,0,0
Brendan O'Reilly,"5' 7""","69""",Orthodox,24-Jun-87,http://ufcstats.com/fighter-details/494b0bfdbac74502,1.9,47,2.77,39,2.22,43,36,0.6,0
Elvis Mutapcic,"6' 0""","72""",Orthodox,19-Jul-86,http://ufcstats.com/fighter-details/28c55b4087a6f136,3.41,40,4.27,38,0,0,81,0,0
Kyle Noke,"6' 1""","76""",Southpaw,18-Mar-80,http://ufcstats.com/fighter-details/7339d340aa2889cb,3.23,50,2.09,64,1.53,54,66,0.8,0
Yusuke Kasuya,"5' 7""",--,Southpaw,16-Nov-89,http://ufcstats.com/fighter-details/3058888c33149a53,2.17,44,4.34,48,1.36,33,0,0,0
Seo Hee Ham,"5' 2""","62""",Southpaw,08-Mar-87,http://ufcstats.com/fighter-details/165c244bcca3ed26,4.2,39,5.15,61,0,0,66,0.2,0
Jonathan Meunier,"6' 3""",--,Switch,04-Aug-87,http://ufcstats.com/fighter-details/5823ceab56741617,3.47,50,1.43,69,0.58,33,58,0,0
Richard Walsh,"6' 0""","73""",Orthodox,01-Dec-88,http://ufcstats.com/fighter-details/303a05a7aa3ff761,3.84,46,2.72,58,1.55,40,66,0.2,0
Geane Herrera,"5' 5""","66""",Orthodox,27-May-90,http://ufcstats.com/fighter-details/c169545ab0825f44,1.51,31,5.07,52,0.83,37,38,0.6,0
Guangyou Ning,"5' 4""","64""",Southpaw,15-Dec-81,http://ufcstats.com/fighter-details/2c1170b825f58e57,2.66,41,1.91,61,1.09,50,62,0.3,0
Yao Zhikui,"5' 5""","64""",Orthodox,07-Feb-91,http://ufcstats.com/fighter-details/5ea918ea81b7dee2,1.44,21,2.82,48,0.66,16,58,0,0
Ryan Bader,"6' 2""","74""",Orthodox,07-Jun-83,http://ufcstats.com/fighter-details/c0ab242c40decc55,2.82,43,1.39,71,3.37,44,80,0.4,0
Manvel Gamburyan,"5' 5""","67""",Orthodox,08-May-81,http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,2.13,41,2.83,55,3.26,34,69,0.7,0
Magnus Cedenblad,"6' 5""","79""",Orthodox,10-Apr-82,http://ufcstats.com/fighter-details/0e21976afc92e4d1,2.38,51,3.02,40,2.87,64,66,1,0
Kyoji Horiguchi,"5' 5""","66""",Orthodox,12-Oct-90,http://ufcstats.com/fighter-details/98aa60cf58071fd6,3.6,45,2.45,62,2,44,55,0,0
Ali Bagautinov,"5' 4""","65""",Orthodox,10-Jun-85,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3,2.85,42,3.09,52,2.51,36,65,0.3,0
Anna Elmose,"5' 3""",--,Orthodox,06-Oct-84,http://ufcstats.com/fighter-details/1536a25e16fc299b,3.68,49,4.64,56,0,0,33,0,0
Milana Dudieva,"5' 3""",--,Orthodox,04-Aug-89,http://ufcstats.com/fighter-details/072a10e85f7d4bff,0.87,31,3.43,58,2.34,45,0,0,0
Heather Clark,"5' 6""","64""",Orthodox,19-Sep-80,http://ufcstats.com/fighter-details/dd4c16777fb2ccf9,3.69,49,5.62,50,0.33,4,80,0.3,0
Erik Perez,"5' 8""","68""",Orthodox,19-Nov-89,http://ufcstats.com/fighter-details/af62f99eb7606308,3.16,40,2.09,66,3.16,55,69,0.2,0
Erick Montano,"6' 0""","73""",Orthodox,19-Nov-85,http://ufcstats.com/fighter-details/8163cd7de0342652,2.79,44,2.06,64,2.29,36,66,0,0
Jason Novelli,"6' 0""",--,Orthodox,08-Jun-79,http://ufcstats.com/fighter-details/459e4dc69ec669b2,1.73,24,3.55,66,0.7,33,100,0,0
Chris Avila,"5' 10""",--,Orthodox,16-Jan-93,http://ufcstats.com/fighter-details/4665cbf36b08193b,2.37,30,4.17,48,0,0,46,0,0
Dan Henderson,"5' 11""","74""",Orthodox,24-Aug-70,http://ufcstats.com/fighter-details/1ccf4e7caff270df,2.44,47,2.7,51,1.52,52,57,0.3,0
Albert Tumenov,"5' 11""","73""",Orthodox,26-Dec-91,http://ufcstats.com/fighter-details/ff6a1f63c254127e,3.76,42,3.34,58,0.2,20,75,0,0
Lukasz Sajewski,"5' 8""","71""",Orthodox,27-Nov-90,http://ufcstats.com/fighter-details/fb41432b622992a9,2.06,35,3.88,57,1.01,25,66,0,0
Tamdan McCrory,"6' 4""","76""",Switch,05-Nov-86,http://ufcstats.com/fighter-details/eff47295daf721a6,2.07,49,1.6,46,2.28,50,33,2.5,0
Cody East,"6' 3""",--,Orthodox,29-Jun-88,http://ufcstats.com/fighter-details/5713c1d2fac539ac,4.15,43,7.32,40,3.97,100,16,0,0
Kelly Faszholz,"5' 8""",--,Orthodox,09-Apr-85,http://ufcstats.com/fighter-details/9c42a0de8e012870,4.01,48,3.61,52,0,0,44,0,0
Antonio Silva,"6' 4""","82""",Orthodox,14-Sep-79,http://ufcstats.com/fighter-details/8349d55cdecd393a,2.89,45,3.09,50,0.82,29,66,0.8,0
Hector Urbina,"5' 11""","73""",Orthodox,17-Sep-87,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,0.97,38,2.44,39,0,0,38,3.8,0
Glaico Franca Moreira,"6' 0""","77""",Orthodox,28-Feb-91,http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,2.35,42,3.46,47,2.68,42,76,0.3,0
Kenny Robertson,"5' 10""","74""",Orthodox,14-Feb-84,http://ufcstats.com/fighter-details/6e0273f9478be71e,3.72,47,3.02,52,1.37,26,57,0.8,0
Maximo Blanco,"5' 8""","71""",Orthodox,16-Oct-83,http://ufcstats.com/fighter-details/4a1329cc8eb0928a,4.11,44,3.19,66,1.85,36,63,0.3,0
Augusto Montano,"6' 1""","73""",Orthodox,25-Oct-84,http://ufcstats.com/fighter-details/94508d80e1f885fc,3.46,46,2.66,56,0,0,66,0,0
Leonardo Guimaraes,"6' 0""",--,Orthodox,15-Apr-82,http://ufcstats.com/fighter-details/cc98d857b148e33a,2.35,56,2.99,44,0,0,52,1,0
Joey Gomez,"5' 10""","73""",Orthodox,21-Jul-86,http://ufcstats.com/fighter-details/0778f94eb5d588a5,2.44,28,4.46,55,0.62,100,50,0,0
Caio Magalhaes,"6' 1""","73""",Orthodox,14-Dec-87,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,2.27,40,2.78,56,1.05,15,58,1.6,0
Sean Spencer,"5' 10""","74""",Orthodox,25-Jun-87,http://ufcstats.com/fighter-details/ab850a77a0fa487d,4.24,32,4.02,60,0.14,33,68,0,0
Josh Barnett,"6' 3""","78""",Orthodox,10-Nov-77,http://ufcstats.com/fighter-details/ad3f53c454cbbead,3.2,50,2.11,57,1.26,55,55,1.4,0
Tae Hyun Bang,"5' 9""","71""",Switch,15-Apr-83,http://ufcstats.com/fighter-details/9a2d3567abc02e34,2.72,38,2.07,66,0.49,33,57,0.5,0
Leandro Issa,"5' 7""","69""",Orthodox,19-Sep-83,http://ufcstats.com/fighter-details/d1e1fdcea7c8a90a,2.08,37,3.17,58,2.38,22,50,1.2,0
Leandro Silva,"5' 9""","72""",Orthodox,11-Nov-85,http://ufcstats.com/fighter-details/159da492e000afbf,2.39,48,2.08,63,1.76,37,65,0.4,0
Kevin Casey,"5' 11""","77""",Southpaw,15-Jun-81,http://ufcstats.com/fighter-details/8d9586726252dbf7,2.27,53,3.76,46,0.79,22,27,0.4,0
Shane Campbell,"6' 0""","71""",Orthodox,21-Jan-87,http://ufcstats.com/fighter-details/784285b7ae7dd85f,3.99,59,3.19,55,1.36,28,82,0,0
Rick Story,"5' 9""","71""",Southpaw,28-Aug-84,http://ufcstats.com/fighter-details/5b5307450405abf0,3.8,41,2.17,62,2.53,48,63,0.9,0
Elizabeth Phillips,"5' 6""","65""",Orthodox,20-Aug-86,http://ufcstats.com/fighter-details/dcbf01d605681ad1,2.6,33,3.07,58,0.75,25,53,0.2,0
Lorenz Larkin,"5' 11""","72""",Orthodox,03-Sep-86,http://ufcstats.com/fighter-details/9450848a71d53776,3.53,46,2.74,63,0.27,42,79,0.1,0
Alberto Uda,"6' 3""",--,Orthodox,08-Aug-84,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,1.79,52,3.49,45,2.83,50,66,0,0
Horacio Gutierrez,"5' 10""",--,,15-Sep-90,http://ufcstats.com/fighter-details/cd85b48dc880fabd,0.86,26,2.91,46,0,0,50,0,0
Tatsuya Kawajiri,"5' 7""","69""",Orthodox,08-May-78,http://ufcstats.com/fighter-details/80d918336163b80c,2.04,44,2.01,50,3.63,48,63,1.1,0
Francisco Rivera,"5' 8""","70""",Orthodox,08-Oct-81,http://ufcstats.com/fighter-details/7ea4a9f07df33a45,4.07,41,3.16,68,1.01,63,68,0.6,0
Michael Graves,"5' 10""","71""",Orthodox,08-Jan-91,http://ufcstats.com/fighter-details/3f1d23b01c552a13,1.25,54,1.47,58,4.8,52,66,0.4,0
Cesar Arzamendia,"5' 11""",--,Orthodox,31-Jan-91,http://ufcstats.com/fighter-details/49f78022126bf4a4,5.37,45,5.2,56,7.32,75,0,2.4,0
Jim Alers,"5' 9""","71""",Orthodox,14-Oct-86,http://ufcstats.com/fighter-details/fe5a9547479396ab,2.9,40,4.38,56,2.26,41,80,0.3,0
Michael McDonald,"5' 9""","70""",Orthodox,15-Jan-91,http://ufcstats.com/fighter-details/d0314416a7f26527,2.69,42,2.76,57,1.09,66,52,1.4,0
Josh Samman,"6' 3""","79""",Orthodox,14-Mar-88,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,2.08,52,2.47,34,1.09,33,33,0.4,0
Cristina Stanciu,"5' 3""",--,Orthodox,29-Mar-94,http://ufcstats.com/fighter-details/175852708cb55776,2.5,50,3.07,52,0.85,100,40,1.7,0
Cody Pfister,"5' 10""","73""",Orthodox,12-Jul-90,http://ufcstats.com/fighter-details/5904b0b38dc6718d,1.41,25,2.8,51,2.82,30,0,0,0
Brock Lesnar,"6' 3""","81""",Orthodox,12-Jul-77,http://ufcstats.com/fighter-details/513c6f1715e547a8,3.53,72,2.11,50,3.9,55,60,0.5,0
Enrique Marin,"5' 10""",--,,02-Sep-86,http://ufcstats.com/fighter-details/23a6e307077c6ccc,1.43,33,3,50,2.5,38,60,1,0
Thiago Tavares,"5' 7""","70""",Orthodox,08-Nov-84,http://ufcstats.com/fighter-details/8a59d346dc976a10,2,40,2.31,62,3.83,42,62,1.5,0
Fernando Bruno,"5' 6""",--,,24-Feb-82,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,1.75,39,1.78,48,2.02,22,56,0.5,0
Cory Hendricks,"6' 3""",--,Switch,10-May-88,http://ufcstats.com/fighter-details/9ab9912e0f8fa6d6,3.13,39,4.07,42,0,0,100,0,0
Anton Zafir,"5' 11""",--,Orthodox,10-May-87,http://ufcstats.com/fighter-details/8c822811eedc11ad,2.99,64,2.31,52,6.11,60,0,0,0
Mehdi Baghdad,"6' 1""",--,Orthodox,13-Apr-85,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b,3.13,30,4.56,46,0,0,33,0,0
Dileno Lopes,"5' 5""",--,,26-Sep-84,http://ufcstats.com/fighter-details/8270c00fae24c922,2.37,36,3.33,53,2.5,31,100,1.5,0
Jerrod Sanders,"5' 8""","72""",Orthodox,01-Oct-79,http://ufcstats.com/fighter-details/12f1b140e248bdb9,0.88,64,1.14,46,2.2,33,50,1.6,0
Rory MacDonald,"6' 0""","76""",Orthodox,22-Jul-89,http://ufcstats.com/fighter-details/cbd5d3cdd862e90e,3.75,42,2.8,62,1.77,47,88,0.4,0
Steve Bosse,"5' 11""","72""",Orthodox,29-Jul-81,http://ufcstats.com/fighter-details/e023fa2e648ea0f1,5.99,52,5.38,50,0.92,33,100,0,0
Chris Beal,"5' 7""","69""",Orthodox,06-Aug-85,http://ufcstats.com/fighter-details/55f446032177b119,3.45,35,3.18,61,1.6,58,78,0.2,0
Yan Cabral,"5' 11""","73""",Orthodox,13-May-83,http://ufcstats.com/fighter-details/7cdd3e5d3aa9cb39,2.02,47,1.98,62,2.89,35,37,1.2,0
Dominic Waters,"6' 1""","79""",Orthodox,11-Apr-89,http://ufcstats.com/fighter-details/2de91c2244ad7e89,0.48,23,2.53,39,4.07,52,28,0,0
Willie Gates,"5' 8""","72""",Orthodox,21-Jan-87,http://ufcstats.com/fighter-details/6ded9184b2284645,1.8,38,4.28,38,0,0,67,0.4,0
Chris Kelades,"5' 7""","68""",Orthodox,21-Feb-81,http://ufcstats.com/fighter-details/56c9acc4e86046a2,2.4,43,2.64,48,1.04,18,53,0.3,0
Clint Hester,"6' 2""","77""",Orthodox,21-Nov-86,http://ufcstats.com/fighter-details/92b62174c175ce19,3.36,42,3.44,56,1.02,35,60,0,0
Efrain Escudero,"5' 9""","71""",Orthodox,15-Jan-86,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,2.92,44,2.3,63,1.31,40,66,0.8,0
Gabriel Gonzaga,"6' 2""","76""",Orthodox,18-May-79,http://ufcstats.com/fighter-details/270b89c00ef0c55c,2.12,45,2.94,57,2.8,39,66,1.1,0
Igor Pokrajac,"6' 0""","74""",Orthodox,02-Jan-79,http://ufcstats.com/fighter-details/53278852bcd91e11,2.25,45,4.26,40,0.87,29,51,0.2,0
Ian Entwistle,"5' 5""",--,Orthodox,19-Nov-86,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,0.11,7,7.36,31,0,0,0,12.1,0
Filip Pejic,"5' 8""",--,Orthodox,21-Jul-92,http://ufcstats.com/fighter-details/38ed5a2299230227,0,0,0.88,33,0,0,0,0,0
Lucas Martins,"6' 0""","72""",Southpaw,11-Nov-88,http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,2.87,35,4.14,60,0,0,76,0.5,0
Robert Whiteford,"5' 9""","69""",Southpaw,12-Apr-83,http://ufcstats.com/fighter-details/1dafccb62a0f98ec,2.33,46,1.99,62,1.9,30,45,0,0
Frank Mir,"6' 3""","79""",Southpaw,24-May-79,http://ufcstats.com/fighter-details/1ff9589f9065a9ed,2.18,47,3.84,38,2.02,40,54,2,0
James Te Huna,"6' 2""","75""",Orthodox,29-Sep-81,http://ufcstats.com/fighter-details/f5431394fb284bb9,4.04,51,2.99,62,2.75,37,58,0.2,0
Mark Eddiva,"5' 8""","68""",Orthodox,16-Feb-86,http://ufcstats.com/fighter-details/40ff198adda94b9f,3.37,45,2.98,54,1.45,22,63,0,0
Rin Nakai,"5' 1""",--,Orthodox,22-Oct-86,http://ufcstats.com/fighter-details/f9ae6914f604aa9f,1.57,33,3.9,60,3,18,75,0.5,0
Viscardi Andrade,"5' 11""","75""",Orthodox,08-Mar-84,http://ufcstats.com/fighter-details/d221ee27afc7a60e,3.26,42,2.77,63,1.93,50,66,0.3,0
Tom Lawlor,"6' 0""","74""",Southpaw,15-May-83,http://ufcstats.com/fighter-details/4d44f37107f01b9b,2.5,42,2.41,60,2.46,32,57,1.4,0
Marcelo Guimaraes,"6' 0""","73""",Orthodox,25-Jun-83,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d,4.67,51,4.41,62,1.99,13,0,0,0
Justin Salas,"5' 8""","70""",Southpaw,13-Mar-82,http://ufcstats.com/fighter-details/9b198c73e3d0d289,3.42,43,2.96,68,2.43,20,0,0,0
Mike Wilkinson,"5' 7""","66""",Orthodox,15-Sep-87,http://ufcstats.com/fighter-details/cfaf010d5b389c09,2.35,38,3.7,35,0.92,14,55,0.9,0
Chris Dempsey,"5' 10""","72""",Orthodox,08-Sep-87,http://ufcstats.com/fighter-details/dfae5da5676e4194,2.25,32,2.82,65,2.64,23,16,0,0
Yaotzin Meza,"5' 9""","71""",Orthodox,04-Feb-81,http://ufcstats.com/fighter-details/3623bd267a2eef2e,1.43,41,1.62,64,1.06,20,18,1.4,0
Norman Parke,"5' 11""","70""",Southpaw,22-Dec-86,http://ufcstats.com/fighter-details/14ff46596ad80609,3.06,35,2.88,64,1.98,26,77,0,0
Martin Svensson,"6' 1""",--,,25-Apr-85,http://ufcstats.com/fighter-details/bcad7223af3c19da,2.02,38,5.91,38,0,0,0,0,0
Joe Riggs,"6' 0""","70""",Southpaw,23-Sep-82,http://ufcstats.com/fighter-details/d512d9f204059f57,2.41,51,1.69,57,2.45,55,62,0.6,0
Daniel Sarafian,"5' 9""","73""",Orthodox,21-Aug-82,http://ufcstats.com/fighter-details/7e47047d0971d566,2.23,46,3.1,58,0.36,7,53,0.7,0
Jonavin Webb,"5' 10""",--,Orthodox,28-Apr-89,http://ufcstats.com/fighter-details/f40ec51dd4de47c3,1.47,30,2.27,64,2.5,31,40,1,0
Jared Rosholt,"6' 2""","75""",Orthodox,04-Aug-86,http://ufcstats.com/fighter-details/91ea901c458e95dd,2.08,46,1.52,59,1.83,41,66,0.1,0
Rafael Cavalcante,"6' 1""","74""",Orthodox,14-Apr-80,http://ufcstats.com/fighter-details/5c1ca0c72b599a3c,2.71,53,3.62,49,0.6,40,63,0.1,0
KJ Noons,"5' 10""","70""",Orthodox,07-Dec-82,http://ufcstats.com/fighter-details/b7ffa72aa148599a,3.68,35,3.78,65,0.08,20,68,0,0
